,feature_0,feature_1,y
0,-0.4232101933555682,0.6641219346039569,1
1,0.25358753080301605,-0.7867295948627934,1
2,0.726874024040526,0.06521579186111195,1
3,0.8816257045849452,0.4169835527253316,0
4,-0.753402092966484,-0.269956908245757,1
5,-0.8055048835231697,0.0035165179140276073,1
6,-0.3014807494746855,0.7886780813386937,1
7,-0.09380447014509657,-1.0063794185932573,0
8,0.9318452697732318,0.18226342493597822,0
9,0.43550546201819784,0.6974442666051057,1
10,-0.6695415971050406,-0.2972560656662106,1
11,-0.7174209412741547,0.6441002613591708,0
12,-0.7129844225825349,0.23379348052955948,1
13,-0.26539463649192446,1.0043664435000406,0
14,0.13473029126718578,0.8479633525071253,1
15,-0.743540731658576,0.10321977874865566,1
16,0.7317918641850727,-0.3428477687989373,1
17,-0.6651404018447876,0.4863089388352952,1
18,1.0683606756661805,-0.08331252469528423,0
19,0.7137576618985624,0.5196383323591841,1
20,-0.9804998934056576,-0.11652418746168777,0
21,-0.03668584869964439,-1.0748191031352041,0
22,-0.4204102960777308,-0.7182587862930802,1
23,-0.40198180710198134,-0.719553460120054,1
24,-0.4379968725708403,-0.9194167623950598,0
25,-0.20810790485521896,0.9862971863557295,0
26,0.515074658729231,-0.5883190060759796,1
27,0.8605370876436885,-0.15990180265065385,1
28,0.7933344152787872,0.16768184721177526,1
29,-0.5648396102587823,-0.3222509195824773,1
30,0.8251668301993418,0.6948589028703491,0
31,0.6670941564810728,0.4648169402380118,1
32,0.23978230178547236,0.9508587633549033,0
33,0.5136018577680377,0.7608713075474884,0
34,-0.7694273200019184,0.40845440099104807,1
35,0.2522074660577471,-0.9790549121231874,0
36,0.9732078491539232,0.20842043158574539,0
37,-0.7617479098705694,-0.524464909523829,0
38,-0.32970723404879454,1.0198495388158662,0
39,-1.0628344475562992,0.17586363321990806,0
40,-0.7655056975828946,-0.7485430925918449,0
41,-1.0109924281591918,0.05172463029441609,0
42,0.6653648855231017,-0.48934282222273007,1
43,-0.8737641180989404,0.5825293270551526,0
44,-1.0962409378273867,-0.14868748541198704,0
45,-0.7991532974509091,0.5479168644592775,0
46,-0.7502417960375868,-0.31778288071046934,1
47,-0.7858713845410619,-0.01601515095036543,1
48,-0.04254174409078784,-0.9525398196802807,0
49,-0.7849894051944826,-0.19590707937602567,1
50,0.27957173033931015,0.7671499544273243,1
51,0.8737143120041981,-0.18466284908098216,0
52,-0.6970936764566465,-0.3371473573138623,1
53,-0.9656575743617014,0.0035486207819878674,0
54,0.8156581180567539,-0.10569148127961939,1
55,0.45935765358728153,-0.6268440213550714,1
56,-0.5603495915030421,-0.8197564054564443,0
57,-0.7881069138970707,-0.671195036035923,0
58,-0.10230449697624477,0.8584573129560696,1
59,0.5181006955971237,0.8950911104862248,0
60,-0.7973406408889097,-0.18738770505796054,1
61,-0.756106606802586,0.5856413823819363,0
62,0.8791995805320421,0.187661381950762,0
63,0.05016263420506229,0.8537143821819574,1
64,0.5342138429395118,0.6349434735332493,1
65,0.2886212267363827,0.9641376690937769,0
66,0.6052064403160362,0.8430766222229003,0
67,-0.24129526117156816,-0.7230729040490766,1
68,-0.711624580406853,0.7571714151861964,0
69,0.0366803925090237,0.7677666485971985,1
70,-0.09176543259372695,-0.9290258966013426,0
71,0.4462245399722352,-0.866666601091511,0
72,-0.7222719344981159,-0.22616237611488338,1
73,-0.14414677961236888,0.8122159274720179,1
74,0.6024666608440934,-0.77095409508808,0
75,0.4786740145056151,-0.45911610891461524,1
76,-0.9727741229919136,-0.2488411443756581,0
77,-0.8990844188144803,-0.3002305132796781,0
78,-0.9514416562333794,0.3783156890610515,0
79,0.7290008041658169,-0.3417758597098489,1
80,0.7420091250488516,0.39055252096973814,1
81,0.7555854574911829,0.2014205656852904,1
82,0.5978095437647586,0.7929742936599369,0
83,0.44817982301604553,-0.8864317206807298,0
84,-1.0201131671265127,-0.1691785209928926,0
85,0.1263474308283586,-0.9594835733550696,0
86,0.2529851943006757,-0.9691352525665731,0
87,-1.0643951999380818,0.08312638788841754,0
88,0.7918569325433891,0.6106690750139151,0
89,0.9170280908685449,0.4559118583937234,0
90,-0.19145448710583424,0.7732475823350552,1
91,-0.34950797024150193,-0.8658922449787181,0
92,-0.9789166076124858,0.3820301472688186,0
93,-0.7392776866584169,0.12430491249555059,1
94,0.015395823101881543,1.0485961397989005,0
95,0.7110509843722218,0.6603481008240187,0
96,0.2709714399447471,0.6820726938176166,1
97,1.0437447215153766,-0.21583979981410545,0
98,0.27500150224267783,-0.6908390404447069,1
99,-0.9158089947211416,0.3773928377392439,0
100,-0.7565936102251091,-0.02643365557996162,1
101,-0.93357101346051,0.24207491496773212,0
102,0.2652392648256706,0.9490515073482976,0
103,0.16467892788973895,0.730962507154618,1
104,0.10066888054207007,-0.7999381916361994,1
105,-0.7862182421056296,0.01393615174853351,1
106,0.7909322275768138,-0.4518013340090344,0
107,0.7235371942169688,0.6817728580138049,0
108,0.22810532194219746,0.7856474679547086,1
109,-0.5616123236019954,-0.7548903187208914,0
110,0.7133174420105893,-0.7645032795555631,0
111,-0.08518344168377896,-0.7730499562811163,1
112,-0.8426894195338896,-0.36756662933901796,0
113,-0.4979655080933314,-0.6721125890785093,1
114,-0.5231878007829313,-0.4921459143254034,1
115,0.15182610197310598,-0.9117091902263398,0
116,0.9944946822158703,-0.10910648739467993,0
117,0.8068300885175885,-0.25478891076545956,1
118,-0.36103163152479,0.724035799374353,1
119,-0.48527841371646824,0.6154694021302486,1
120,-0.6908131226974503,0.7260293935461745,0
121,0.3971356367016216,0.7094408740184477,1
122,0.16116960086223717,0.784563975318298,1
123,0.6156027654800764,0.4141931917855638,1
124,0.871376035437275,-0.3779128971417215,0
125,-0.2609351003251786,-0.7209554934176038,1
126,-0.02167833281510354,1.0396009549596619,0
127,0.485930744672445,-0.9492600635941895,0
128,-0.24752355248365132,0.7810011793904018,1
129,0.6617299287613061,-0.5947962712168845,1
130,0.8492186948329334,-0.5217921921108872,0
131,-0.07600501512571321,-0.9753970197286808,0
132,0.6205433035177194,0.5331030693413987,1
133,0.2901359450167979,-0.9982552511053716,0
134,0.43423668061301157,-0.6807029347053937,1
135,0.23808268419302694,-0.7777768662552065,1
136,0.7108136371254185,0.1567527114585428,1
137,0.3735105282471043,0.5948227388829318,1
138,0.30491499353768964,0.739597225357897,1
139,1.0222223087840314,0.14390959696110675,0
140,0.14709617649767848,-1.025540081495051,0
141,0.9204988889191849,-0.2600565768669795,0
142,0.31325944143518225,0.6624589410166345,1
143,0.42772408154497704,-0.9665927295260134,0
144,-0.6785398046343851,0.3606216990218797,1
145,-0.04105266599518195,-0.8450143085844457,1
146,0.5721445956628225,-0.7727180513184833,0
147,-1.047736257485062,0.04584977632007674,0
148,0.4247614178315057,0.8144446366487175,0
149,-0.9849016625864422,-0.3740937409279363,0
150,0.20579060036419194,-0.7729195973068035,1
151,-0.2814140017579862,-1.0062975701788108,0
152,-0.8358555359222447,0.049402812407209146,1
153,0.7664122328165398,0.30862152350942057,1
154,0.588071034914407,-0.5618341473151496,1
155,-0.553637897773207,-0.6165753902369987,1
156,-0.6749752908769628,0.15099322148580852,1
157,-0.935570685586277,0.4858385522239894,0
158,-0.3600268927419286,0.6904415435576524,1
159,-0.8437588608461729,-0.47221910757639474,0
160,-0.7967342230485086,0.43246716818439623,1
161,0.7452057352914119,0.3008679160746001,1
162,0.8582355380725147,0.4698290057325123,0
163,0.08162296812608485,0.9632222488555533,0
164,0.368420075333665,0.9011905896476156,0
165,0.902947181686544,-0.3561251067051761,0
166,0.501816789777561,-0.4626861141448901,1
167,-0.2593449744082953,-0.7540710332183048,1
168,0.5471707043250738,0.6081947305388468,1
169,-0.5720268848092114,0.817698910390995,0
170,-0.6427147758773396,-0.7327696512194373,0
171,-0.5034300200372898,0.6037170909639501,1
172,-0.43702868487048285,-0.6753106802057477,1
173,-0.17431087872589007,0.9391699967815517,0
174,-0.8189333732207644,-0.6904392914663287,0
175,-0.5826616362578425,-0.5869139636723334,1
176,0.7567067140515993,-0.5135047335144133,0
177,0.40633894869036763,0.8995907125163777,0
178,0.9050444692001063,-0.31177571805333887,1
179,0.9223489156378987,-0.38849755956644194,0
180,-0.43009843394481917,0.730832877759319,1
181,1.055316455241422,0.03858190746506682,0
182,0.14651374196596267,-0.6571707183784075,1
183,0.22150030974458707,-0.7891219747225154,1
184,-0.49151353578048174,-0.8615557078271558,0
185,-0.09246421888099247,-0.7124111616166304,1
186,-0.253206141468238,-0.7551587400254738,1
187,0.48021338916273937,0.6458270201436634,1
188,-0.5866374932169491,-0.8371020601870208,0
189,0.08996467717750241,1.0497727747823016,0
190,-0.9433265682937931,0.5714304704770159,0
191,0.7864898340661232,0.047380846883070454,1
192,-0.7290755382452561,-0.2906555216898267,1
193,-0.49039150517174723,0.5454028719256688,1
194,-0.5530163924878222,-0.5649137313043576,1
195,0.8166991634022366,0.445437850117124,0
196,0.7768378963548955,-0.09225974858563182,1
197,0.19452559265934,-0.7810487782884814,1
198,0.3815384944691736,0.9191741155272344,0
199,-0.766606809896876,0.2273987434553663,1
200,0.9422557013832699,0.1467501030577246,0
201,0.4129844922689074,-0.8594967988269147,0
202,0.2766469705086354,0.9776816464308,0
203,-0.534308942995009,0.6366016221545969,1
204,0.6464758221704173,0.3445528673183275,1
205,-0.5514662002376907,0.5170199482249945,1
206,0.6298372588113101,-0.4287712676047153,1
207,0.9406554282363428,-0.5039855520139981,0
208,-0.8767346572829802,0.49039472070578033,0
209,0.8572095103107155,-0.5391073799164672,0
210,0.6738942809269294,-0.7460997705317549,0
211,0.6492254621426545,-0.31134109841473084,1
212,0.8914571000951285,0.30322092799001243,0
213,-0.9696178905547624,0.24968996073525493,0
214,0.005690248500896382,-0.9146573658152374,1
215,-0.8866852181491411,0.5768137583548554,0
216,-0.27906213159877324,0.9655083385451712,0
217,0.5990473727257554,-0.5868968632675423,1
218,0.7857095807520519,0.22105774299755745,1
219,-0.0920162666389709,0.9375341739604381,0
220,0.35870703367508694,-0.8104856468598081,0
221,0.40919416759525734,-0.6878155508985664,1
222,-0.7483325719134116,0.3335533055285652,1
223,0.9206263161384567,0.12646422020683307,1
224,0.5413092263687042,0.8144791662391268,0
225,0.0033174077368114743,-0.8275614128132672,1
226,-0.061916138816140824,-1.11055876406718,0
227,-0.9800771397009506,-0.21728288649082111,0
228,-0.5196686246083433,0.5067139738908315,1
229,-0.7594296590099353,0.4013848492539136,1
230,-0.11906146991665763,0.9905748950917951,0
231,-0.6475462682315202,-0.5361854540940754,1
232,0.7840431442161443,-0.3023603368159655,1
233,-0.09588205821831292,-0.8780750625977555,1
234,-0.4214964366231587,0.7347963288173781,1
235,0.7929657121688363,0.5451647663408592,0
236,-0.3874806305742441,0.929775950636169,0
237,-0.733541651150051,-0.7070083514591793,0
238,-0.022373249355038923,-0.7661105233425377,1
239,-0.8029364883737546,-0.0591904434860761,1
240,0.46911977523657417,-0.779216864702817,1
241,-0.35923232253118276,0.5424947725491436,1
242,0.6126505754455832,0.2936761394635634,1
243,-0.28722728837440237,0.9837639927801027,0
244,-0.7410089829815615,0.2503522539722485,1
245,0.9706537023956825,-0.18152345277117682,0
246,-0.04196157673308558,0.7292905654891308,1
247,-0.8006126291486947,0.16284986150855726,1
248,-0.34637102826786703,-0.7475962204986452,1
249,0.9876536425347944,0.1268324152906621,0
250,-0.344240499547924,-0.9874722737925479,0
251,-0.5996618259805081,0.7900126607248359,0
252,0.7820189316227878,-0.7060835400223555,0
253,0.981588753704919,0.030414851151520022,0
254,0.7403565359195454,-0.7614933683611989,0
255,-0.37578298619434897,-0.909225376211606,0
256,-0.38097617298586284,0.8358491110159018,0
257,-1.0110092666396804,-0.2547794749289251,0
258,-0.6187934436905064,0.6827502070950515,1
259,0.08400796701495573,0.9484570625102461,0
260,-0.7179051319117322,-0.7088031326252208,0
261,-0.5328959892200625,0.7504979918666153,0
262,-0.5646200290341928,-0.6054121085746909,1
263,0.7676907893479735,0.49078089762518473,0
264,-0.80677312565187,-0.5195749219049586,0
265,0.6101690122163433,0.5642204345958841,1
266,0.8826285058245585,-0.16533904551119566,1
267,0.7525507321707754,-0.6420549319787743,0
268,0.6198690391405387,-0.40938073638580225,1
269,-0.6646545512359459,-0.5200445019774756,1
270,-0.5371452874666918,0.8063928217654419,0
271,-0.5234573860097466,0.8923722744160282,0
272,0.5096881082414912,0.753987072164669,1
273,-0.10042031020161908,0.8239362022217335,1
274,0.7892892128960934,-0.02661261227016834,1
275,0.035934633597524177,0.681338476305654,1
276,0.5423300180958505,0.5815060618510572,1
277,-0.8287133040096986,0.6824717044834049,0
278,-0.5019800536514238,0.864905100095167,0
279,-0.6637707701290742,-0.3695782039038533,1
280,-0.3119250852919746,-0.8115403278682499,1
281,0.7414897225869468,0.7552855608514263,0
282,0.7356024064614667,0.33434115428808836,1
283,0.45903977919976474,-0.7514213395509213,1
284,-0.11713324639176222,0.7584794250813228,1
285,-0.2671585573924388,-0.7295070122920926,1
286,0.9815141809188789,-0.029749632448573954,0
287,0.6781228772952608,-0.7598874390962003,0
288,0.8980496317606258,0.031137290351909232,1
289,-0.6137244108628305,-0.8643469935111806,0
290,-0.8513197990382582,-0.4551239186331874,0
291,-0.7709584549546182,0.40218226871518076,1
292,0.2604287008782622,-0.880075229361071,0
293,0.7333308696222165,-0.04481278393379375,1
294,0.7223590402601933,0.7491251089217477,0
295,0.024080989978993134,0.8307576447653731,1
296,-0.9216826064002748,0.2198792392617882,0
297,-0.29160703604208793,-0.9315154851079849,0
298,0.17088600241507046,-0.7637404584030122,1
299,-0.384855054833146,-0.8981346697537194,0
