,feature_0,feature_1,y
0,0.6829882236286837,-0.345203343770673,1
1,2.040990429336424,-0.131614673820131,1
2,-0.13975154496465794,0.45439050205642195,1
3,0.8857478515148975,0.28634182737679664,0
4,1.1824585263269392,-0.49771050832265396,1
5,1.019208260595393,-0.4254658335480997,1
6,0.3893615855255742,-0.24711722564531424,1
7,-0.5603845755623929,0.7126810996524465,0
8,0.9018435234336857,0.05393087267310873,0
9,0.20674790668801207,0.006207693091187726,1
10,1.323523311663566,-0.2891758321320679,1
11,0.38375871246426885,0.8518023787510323,0
12,0.9691216262804108,-0.4854873428120162,1
13,0.6699009243928409,0.9193385896119642,0
14,0.12320759274118598,0.013533899144287237,1
15,1.016783356949077,-0.5576687626385335,1
16,2.0082992986981276,0.31643434631471745,1
17,0.7215803194631376,-0.37257114286784676,1
18,-0.8560420970262654,0.021813589551874103,0
19,0.18268527733992224,0.28779869855250895,1
20,-0.050499223228938496,1.0148964175953128,0
21,-0.8407518438307929,0.5381502743615032,0
22,1.5104034061231972,-0.4551109637213397,1
23,1.5081597406509932,-0.41237818434349627,1
24,-0.7615058591248454,0.8484491893958538,0
25,0.5914108761879276,0.7822828018552758,0
26,1.8395300761898805,0.09604243709074227,1
27,2.1524836676764165,0.4286169881149853,1
28,0.0658295179205794,0.22585647303774187,1
29,1.5197164577226925,-0.2754211659170326,1
30,1.0727899231994398,0.4336873564708884,0
31,0.04476546578528845,0.25329226804143046,1
32,0.8723501878297452,0.578134242087755,0
33,0.8302266154695426,0.3177939313900835,0
34,0.7238519208180247,-0.3138761854062707,1
35,-0.8399558844377638,0.5594068715625279,0
36,1.0209048198293993,-0.014166384442798163,0
37,-0.22648531608853945,1.0737119194030333,0
38,0.6031218177859998,0.989957303783624,0
39,-0.10106167713003084,1.1838714951180582,0
40,-0.45332130249049896,0.7968929360886572,0
41,-0.05536069560422566,1.186700483390104,0
42,1.960725341126403,0.13606145304649755,1
43,0.17149082608693256,0.9431170005513643,0
44,-0.2521830371410445,0.86859179763247,0
45,0.39440972903460325,1.1030738075729405,0
46,1.1861249567523287,-0.5265728355925408,1
47,1.1005889128997526,-0.2607025457565468,1
48,-0.6553395351267192,0.8091734761855272,0
49,1.1163749720226714,-0.48453376804826387,1
50,0.2581850943559775,-0.07858207943118348,1
51,-1.1841858836036994,0.23328148060441725,0
52,1.2394717057577855,-0.2424970868643804,1
53,0.05814278932501755,1.0070416724849178,0
54,2.0430437322568467,0.4469936788095515,1
55,1.854923006720707,0.09231149594564128,1
56,-0.36830714378952073,0.8431132701748469,0
57,-0.42288705666038334,0.8971472037984326,0
58,0.46233705265775266,-0.12900790585495722,1
59,0.9004644085426303,0.5611716074674944,0
60,1.0945055386455065,-0.3998474095391466,1
61,0.37619718614380376,0.8760584380729972,0
62,0.8132414836778377,0.004112908733121062,0
63,0.19323581706668813,-0.056584826642180716,1
64,0.27058484408178796,-0.010110456221539658,1
65,0.7657396400455974,0.617353867810833,0
66,0.8955471427298718,0.5404963521410424,0
67,1.5640808321691313,-0.19251917899913276,1
68,0.35632468238055814,1.0102823805217556,0
69,0.2474006471063543,-0.24953658197305845,1
70,-0.4578153743765313,0.8672709006192935,0
71,-1.0639056435156662,0.4214813174951211,0
72,1.2361973836022189,-0.6129496578897806,1
73,0.4606681914244688,-0.22072786743025344,1
74,-0.9823130610292502,0.4084215494566537,0
75,1.7274445992412413,0.32623239294627104,1
76,-0.18838487529170986,1.067904179672005,0
77,-0.1375820372587572,1.115794437277085,0
78,0.13493017918968092,1.004365599365619,0
79,2.0291355838984133,0.3573982171082046,1
80,0.15276587862453472,0.1815824456450738,1
81,-0.06286839789357071,0.5517730247326942,1
82,0.717117331774624,0.5469794542503189,0
83,-0.894495441556014,0.5025839111648924,0
84,-0.1629722827810836,0.9906826900479978,0
85,-0.612730087517099,0.7498648685632623,0
86,-0.7446191956519315,0.6169515168751308,0
87,-0.09187411726192875,0.9141973904400399,0
88,0.9160827317941695,0.35678920794078617,0
89,0.9848196531629305,0.3076368334191396,0
90,0.447701526913696,-0.2948189212601199,1
91,-0.30254179418097327,0.8885465959418766,0
92,0.09342650444498962,1.1766201294086729,0
93,1.1094990928897603,-0.3183356518965617,1
94,0.6997309977641237,0.8010006369213479,0
95,0.7983494106144349,0.4093903708292622,0
96,0.16541163315623042,-0.20956189525395788,1
97,-0.8958509778447054,-0.13885660016550444,0
98,1.6729923656419612,0.03320745181660812,1
99,0.21461037540469657,1.0845752565357003,0
